d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,142965.83,146641.74
1_facilities_and_construction,2018-2019,103837.86,105832.36
1_facilities_and_construction,2019-2020,288556.83,285028.68
1_facilities_and_construction,2020-2021,11458.20,10789.25
1_facilities_and_construction,2021-2022,74314.68,68664.29
2_professional_services,2017-2018,186957.66,191626.29
2_professional_services,2018-2019,753663.67,762195.54
2_professional_services,2019-2020,506968.85,497177.56
2_professional_services,2020-2021,711540.54,673399.99
2_professional_services,2021-2022,1091872.12,995601.27
6_industrial_products_and_services,2017-2018,13243.60,13559.69
