d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,7437.60,7630.33
2_professional_services,2018-2019,19090.10,19410.10
2_professional_services,2019-2020,7457.97,7395.03
2_professional_services,2020-2021,7437.60,7070.70
2_professional_services,2021-2022,99500.00,92380.28
3_information_technology,2019-2020,14000.00,13661.19
3_information_technology,2020-2021,14000.00,13340.04
3_information_technology,2021-2022,76262.41,70906.98
9_human_capital,2017-2018,227435.38,233147.49
9_human_capital,2018-2019,131146.27,133154.69
9_human_capital,2019-2020,434539.09,427244.30
9_human_capital,2020-2021,746646.44,709107.44
9_human_capital,2021-2022,1226763.15,1139662.45
