d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,3564851.02,3657084.20
it_consulting_services,2018-2019,7404321.70,7515121.01
it_consulting_services,2019-2020,5927204.78,5889004.39
it_consulting_services,2020-2021,902871.21,858351.78
it_consulting_services,2021-2022,657496.55,615883.24
it_devices_equipment,2017-2018,108644.92,111345.35
it_devices_equipment,2018-2019,48234.22,48756.40
it_devices_equipment,2019-2020,102590.14,101380.38
it_devices_equipment,2021-2022,66898.37,61573.16
it_other,2017-2018,853123.68,874117.24
it_other,2018-2019,1626822.91,1647893.45
it_other,2019-2020,3019477.06,3000181.69
it_other,2020-2021,2254079.73,2138459.56
it_other,2021-2022,435230.24,405200.42
it_software_licensing,2018-2019,24558.67,24800.30
it_software_licensing,2019-2020,57096.82,55715.05
it_software_licensing,2020-2021,1820.57,1714.28
it_software_licensing,2021-2022,65592.53,60775.84
