d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,223459.67,229975.66
1_facilities_and_construction,2018-2019,2684033.45,2732379.55
1_facilities_and_construction,2019-2020,2360902.63,2342285.93
1_facilities_and_construction,2020-2021,2874942.63,2744139.11
1_facilities_and_construction,2021-2022,777057.02,715430.40
10_office_management,2021-2022,16974.00,16054.70
11_defence,2020-2021,37488.00,36050.84
2_professional_services,2017-2018,30147.94,31034.79
2_professional_services,2018-2019,33813.29,34382.20
2_professional_services,2019-2020,13524.00,13378.55
6_industrial_products_and_services,2019-2020,23724.50,23469.34
