d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2405937.22,2467765.43
2018-2019,3057955.55,3098808.31
2019-2020,5340473.90,5286965.17
2020-2021,6720217.20,6385665.65
2021-2022,5447325.82,5054132.51
