owner_org,d_fiscal_year,total
aafc-aac,2017-2018,18539.06
aafc-aac,2018-2019,20340
aandc-aadnc,2018-2019,10652.783998764293
aandc-aadnc,2019-2020,51347.54930755661
aandc-aadnc,2020-2021,3105.536693679092
cbsa-asfc,2017-2018,152550
cbsa-asfc,2019-2020,65088
cnsc-ccsn,2017-2018,18746.390410958902
cnsc-ccsn,2018-2019,216637.6019816897
cnsc-ccsn,2019-2020,328493.38348109904
cnsc-ccsn,2020-2021,80847.79662625238
cpc-cpp,2017-2018,47344.608219895286
cpc-cpp,2018-2019,2327.681780104712
cra-arc,2019-2020,22600.2
crtc,2019-2020,27300
crtc,2020-2021,12600
csa-asc,2017-2018,209288.01169590643
csa-asc,2018-2019,209288.01169590643
csa-asc,2019-2020,209861.4035087719
csa-asc,2020-2021,209288.01169590643
csps-efpc,2020-2021,40000
dfatd-maecd,2017-2018,89779.09086357948
dfatd-maecd,2018-2019,14803.191489361701
dfatd-maecd,2019-2020,41508.38946060286
dfatd-maecd,2020-2021,122354.53250790108
dfo-mpo,2018-2019,29380
dfo-mpo,2019-2020,103335.11
dfo-mpo,2020-2021,11865
dnd-mdn,2017-2018,48756.48309859155
dnd-mdn,2018-2019,741025.4199944884
dnd-mdn,2019-2020,1254348.6485890727
dnd-mdn,2020-2021,2601264.190172348
ec,2017-2018,102519.35779816513
ec,2018-2019,166970.84220183486
ec,2019-2020,114305.36
ec,2020-2021,42363.31
elections,2017-2018,14812
esdc-edsc,2017-2018,20340
esdc-edsc,2018-2019,139943
esdc-edsc,2019-2020,31539.46659815005
esdc-edsc,2020-2021,36118.76670092498
fin,2017-2018,16950
hc-sc,2017-2018,193943.09313571636
hc-sc,2018-2019,203725.45060461742
hc-sc,2019-2020,529695.9176213468
hc-sc,2020-2021,554229.5798739513
iaac-aeic,2020-2021,38075.774566473985
ic,2017-2018,35798.4
ic,2018-2019,2612.4770642201834
ic,2019-2020,33547.522935779816
ic,2020-2021,13230
infc,2019-2020,11753.241758241758
infc,2020-2021,23898.25824175824
isc-sac,2018-2019,7369.060773480663
isc-sac,2019-2020,63283.973426245735
isc-sac,2020-2021,21194.9658002736
nrc-cnrc,2017-2018,307795.47601043293
nrc-cnrc,2018-2019,311243.55541826604
nrc-cnrc,2019-2020,1101616.593291788
nrc-cnrc,2020-2021,1255468.5110000626
nrcan-rncan,2017-2018,147047.4024194631
nrcan-rncan,2018-2019,77108.8
nrcan-rncan,2019-2020,80780.220125523
nrcan-rncan,2020-2021,88374.76987447699
nserc-crsng,2018-2019,2755.5998186119873
nserc-crsng,2019-2020,53081.55440063091
nserc-crsng,2020-2021,52936.52283123028
osfi-bsif,2017-2018,5348.340548340549
osfi-bsif,2018-2019,5951.659451659451
osfi-bsif,2019-2020,6914.053231939164
osfi-bsif,2020-2021,16937.110266159696
osgg-bsgg,2020-2021,15820
pc,2017-2018,6146.10108303249
pc,2018-2019,32925.89891696751
pc,2019-2020,19185.88
pc,2020-2021,10057
pch,2017-2018,14690
pch,2020-2021,17350.877192982454
phac-aspc,2017-2018,438628.52434172085
phac-aspc,2018-2019,450277.42920005275
phac-aspc,2020-2021,53377.00988505748
rcmp-grc,2019-2020,14972.5
tbs-sct,2017-2018,252961.79999999996
tbs-sct,2018-2019,15566.245614035088
tbs-sct,2019-2020,24096.754385964916
tc,2017-2018,94315.24547803619
tc,2018-2019,6859.847107438017
tc,2019-2020,50651.06330418426
tc,2020-2021,59365.38640816571
