d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,4979509.82,5108356.97
0_other,2018-2019,6157371.09,6250725.53
0_other,2019-2020,6676448.23,6620105.85
0_other,2020-2021,6658206.57,6329759.12
0_other,2021-2022,6658206.57,5208479.47
2_professional_services,2017-2018,7222549.73,7409042.05
2_professional_services,2018-2019,9490840.61,9633630.15
2_professional_services,2019-2020,11119626.55,11021770.83
2_professional_services,2020-2021,11610125.38,11036834.14
2_professional_services,2021-2022,13290415.27,10150824.92
