owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2020-2021,608583.84,580693.55
cbsa-asfc,2021-2022,691569.76,647144.04
dnd-mdn,2018-2019,142674.84,144422.60
dnd-mdn,2019-2020,31746.95,31794.56
dnd-mdn,2020-2021,10868.01,10361.29
dnd-mdn,2021-2022,72877.09,68120.66
pc,2017-2018,50703.18,52257.20
pc,2018-2019,789872.07,806256.33
pc,2019-2020,323029.04,320739.10
pc,2020-2021,357207.99,340252.47
pc,2021-2022,523805.95,490669.66
pwgsc-tpsgc,2018-2019,2410375.11,2454434.30
pwgsc-tpsgc,2019-2020,2416978.88,2397582.38
pwgsc-tpsgc,2020-2021,2410375.11,2297990.08
pwgsc-tpsgc,2021-2022,2020752.83,1901263.02
