d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,53927.70,55535.25
it_consulting_services,2018-2019,252.42,254.78
it_consulting_services,2019-2020,61143.39,60205.04
it_consulting_services,2020-2021,3061.80,2885.06
it_consulting_services,2021-2022,18625.95,17317.02
it_consulting_services,2022-2023,43291.87,38670.46
it_software_licensing,2017-2018,1059935.34,1092639.28
it_software_licensing,2018-2019,1070802.40,1090852.93
it_software_licensing,2019-2020,1056206.93,1047330.27
it_software_licensing,2020-2021,1174125.95,1118156.71
it_software_licensing,2021-2022,1192663.86,1109389.33
it_software_licensing,2022-2023,1172846.31,1049472.85
