d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,53927.69605479452
10_office_management,2018-2019,252.42269021739128
10_office_management,2019-2020,30711.427309782604
2_professional_services,2017-2018,27694.57594520548
2_professional_services,2018-2019,29924.115890410958
2_professional_services,2019-2020,35524.24356164383
2_professional_services,2020-2021,31311.899999999998
3_information_technology,2017-2018,905569.5055803835
3_information_technology,2018-2019,916436.5651116335
3_information_technology,2019-2020,901418.1780023503
3_information_technology,2020-2021,1019760.1152132554
9_human_capital,2017-2018,10741.09863523573
9_human_capital,2018-2019,13995.487106017192
9_human_capital,2019-2020,80705.2228939828
9_human_capital,2020-2021,27683.882876712327
