d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2020-2021,141948.10,133660.89
0_other,2021-2022,150200.90,142024.13
3_information_technology,2017-2018,552550.30,566820.46
3_information_technology,2018-2019,580084.67,589098.67
3_information_technology,2019-2020,572562.88,567935.25
3_information_technology,2020-2021,364522.33,347361.30
9_human_capital,2017-2018,171944.43,176400.07
9_human_capital,2018-2019,171944.43,174618.42
9_human_capital,2019-2020,172415.51,170960.50
9_human_capital,2020-2021,129547.17,123540.44
9_human_capital,2021-2022,1141494.56,1055025.09
