d_fiscal_year,total,total_constant_2019_dollars
2017-2018,20220996.83,20841624.25
2018-2019,16092566.63,16357749.62
2019-2020,12590243.70,12459318.24
2020-2021,19863650.24,18899247.66
2021-2022,19071155.91,17667056.68
2022-2023,13619132.68,12165576.58
