d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,160400.00
2_professional_services,2017-2018,1077106.49
2_professional_services,2018-2019,1579070.23
2_professional_services,2019-2020,1052821.70
2_professional_services,2020-2021,1159175.97
3_information_technology,2017-2018,45014.40
9_human_capital,2019-2020,11306.92
9_human_capital,2020-2021,47443.61
