d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,496856.49,509698.08
it_consulting_services,2018-2019,280275.84,284483.37
it_consulting_services,2019-2020,490560.81,485947.79
it_consulting_services,2020-2021,567498.75,539624.73
it_consulting_services,2021-2022,770582.03,715652.60
