owner_org,d_fiscal_year,total
cas-satj,2019-2020,39910.13
cfia-acia,2020-2021,5681.7350467289725
cic,2018-2019,37227.88437037037
cic,2019-2020,184127.10377777778
cic,2020-2021,183624.02425925925
dfatd-maecd,2018-2019,9979.3
dfo-mpo,2017-2018,38851.29620297658
dfo-mpo,2018-2019,96999.0182149886
dfo-mpo,2020-2021,149371.52356083086
ec,2017-2018,266127.9331404567
ec,2018-2019,111785.04188399235
ec,2019-2020,70058.15115734152
ec,2020-2021,95177.93996577496
esdc-edsc,2018-2019,28815
esdc-edsc,2020-2021,65610.61477777778
fcac-acfc,2017-2018,4657.447699115044
fcac-acfc,2018-2019,142448.05087231353
fcac-acfc,2019-2020,46305.52142857143
fin,2020-2021,43921.77469135802
hc-sc,2017-2018,36336.34805825243
hc-sc,2018-2019,354406.12529504095
hc-sc,2019-2020,60135.05096820972
hc-sc,2020-2021,105320.47567849686
ic,2017-2018,48104.016749999995
ic,2018-2019,43742.759999999995
ic,2019-2020,46493.68
lac-bac,2019-2020,14084.44
nrcan-rncan,2017-2018,150763.66034734916
nrcan-rncan,2018-2019,122151.55393053015
nrcan-rncan,2019-2020,130479.87338326246
nrcan-rncan,2020-2021,132622.04755985268
nserc-crsng,2019-2020,6692.7201492537315
nserc-crsng,2020-2021,19834.02985074627
oic-ci,2018-2019,253527.63999999998
phac-aspc,2017-2018,24950.82
psc-cfp,2019-2020,4614.204086242299
psc-cfp,2020-2021,27609.581827515398
pwgsc-tpsgc,2017-2018,367213.8415763575
pwgsc-tpsgc,2018-2019,150141.76541284405
pwgsc-tpsgc,2019-2020,169907.06700635146
pwgsc-tpsgc,2020-2021,324216.74937896966
ssc-spc,2017-2018,136764.21058115026
ssc-spc,2018-2019,135446.98459215806
ssc-spc,2019-2020,198668.42377065326
ssc-spc,2020-2021,118815.23871035942
tc,2017-2018,48351.315279299015
tc,2018-2019,92399.11035049288
tc,2019-2020,92652.25859802848
tc,2020-2021,95213.85084554239
