d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,97375.18,100058.56
10_office_management,2018-2019,281751.41,286531.15
10_office_management,2019-2020,102678.26,100312.29
10_office_management,2020-2021,58050.92,55803.27
10_office_management,2021-2022,11266.10,10571.17
11_defence,2017-2018,363344.49,374396.98
11_defence,2018-2019,486341.71,493907.21
11_defence,2019-2020,223653.18,220205.73
11_defence,2020-2021,500225.45,474946.95
11_defence,2021-2022,249284.75,233895.33
2_professional_services,2017-2018,15705.64,16148.25
3_information_technology,2017-2018,843861.53,869878.31
3_information_technology,2018-2019,599450.17,607602.28
3_information_technology,2019-2020,761491.83,751711.16
3_information_technology,2020-2021,592533.81,563047.17
3_information_technology,2021-2022,607602.70,563506.58
6_industrial_products_and_services,2017-2018,44710.34,46029.60
6_industrial_products_and_services,2018-2019,24450.58,24659.10
6_industrial_products_and_services,2019-2020,37259.91,36878.01
6_industrial_products_and_services,2020-2021,13345.07,12744.12
6_industrial_products_and_services,2021-2022,21983.73,20350.03
