d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,18330.46,18871.06
it_consulting_services,2019-2020,21006.80,20527.32
it_consulting_services,2021-2022,8765.03,7923.45
it_consulting_services,2022-2023,103442.15,93312.06
it_devices_equipment,2017-2018,774728.34,798808.99
it_devices_equipment,2018-2019,579168.64,587630.64
it_devices_equipment,2019-2020,602822.05,595715.74
it_devices_equipment,2020-2021,484386.17,459279.20
it_devices_equipment,2021-2022,590205.08,544240.18
it_devices_equipment,2022-2023,1288817.60,1146568.81
it_other,2017-2018,34268.95,35294.39
it_other,2018-2019,20281.53,20470.99
it_other,2019-2020,76551.48,75177.65
it_other,2020-2021,80291.83,75918.68
it_other,2021-2022,13174.11,11909.19
it_other,2022-2023,49318.77,43644.42
it_software_licensing,2017-2018,16533.78,17052.36
it_software_licensing,2019-2020,61111.49,60524.28
it_software_licensing,2020-2021,27855.81,26617.05
it_software_licensing,2021-2022,133.46,120.64
it_software_licensing,2022-2023,72009.13,64614.67
