owner_org,d_fiscal_year,total,total_constant_2019_dollars
cfia-acia,2018-2019,55222.90,56215.11
cfia-acia,2019-2020,15953.28,16002.65
dnd-mdn,2017-2018,1354411.86,1394949.73
dnd-mdn,2018-2019,1665941.25,1701812.72
dnd-mdn,2019-2020,615965.81,612988.08
dnd-mdn,2020-2021,47789.96,45223.13
dnd-mdn,2022-2023,11473.22,10349.65
hc-sc,2017-2018,155050.98,159913.94
hc-sc,2018-2019,19762.65,20111.49
hc-sc,2019-2020,23793.19,23603.39
hc-sc,2020-2021,38020.42,36125.32
hc-sc,2021-2022,23728.18,22060.70
hc-sc,2022-2023,23728.18,21232.08
nrc-cnrc,2019-2020,6753.55,6599.40
nrc-cnrc,2020-2021,70429.85,67071.81
pwgsc-tpsgc,2017-2018,333214.76,343483.75
pwgsc-tpsgc,2018-2019,427011.46,434821.37
pwgsc-tpsgc,2019-2020,562418.82,557329.83
pwgsc-tpsgc,2020-2021,460390.49,438486.53
pwgsc-tpsgc,2021-2022,568273.77,527054.00
pwgsc-tpsgc,2022-2023,507884.32,454457.02
