owner_org,d_fiscal_year,total
cfia-acia,2018-2019,55222.89827586208
cfia-acia,2019-2020,15953.281724137934
dnd-mdn,2017-2018,1475740.7894655215
dnd-mdn,2018-2019,1695678.7295695662
dnd-mdn,2019-2020,615965.813699955
dnd-mdn,2020-2021,47789.957264957266
hc-sc,2017-2018,155050.97590361445
hc-sc,2018-2019,19762.6504271632
hc-sc,2019-2020,23793.190974808324
hc-sc,2020-2021,38020.42225629792
nrc-cnrc,2019-2020,6753.5475
nrc-cnrc,2020-2021,70429.8525
pwgsc-tpsgc,2017-2018,333193.18612222484
pwgsc-tpsgc,2018-2019,426968.18619260134
pwgsc-tpsgc,2019-2020,562375.4296330394
pwgsc-tpsgc,2020-2021,460347.21500116534
