owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2019-2020,1616.88,1579.97
cbsa-asfc,2020-2021,36885.05,35126.40
cbsa-asfc,2021-2022,30094.70,27780.77
cbsa-asfc,2022-2023,42411.44,37949.94
dnd-mdn,2017-2018,2949188.49,3039468.64
dnd-mdn,2018-2019,443895.64,453439.89
dnd-mdn,2019-2020,236544.48,232846.04
dnd-mdn,2020-2021,2769333.20,2638492.14
dnd-mdn,2021-2022,1878958.13,1734826.61
dnd-mdn,2022-2023,2099798.96,1869116.66
ssc-spc,2017-2018,232696.89,239865.24
ssc-spc,2018-2019,638888.64,651192.23
ssc-spc,2019-2020,282537.80,280230.94
ssc-spc,2020-2021,830497.86,785856.78
ssc-spc,2021-2022,3131333.59,2910746.94
ssc-spc,2022-2023,437439.43,391422.63
