d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3181885.38,3263435.83
2018-2019,1082784.28,1100327.75
2019-2020,392550.99,389255.70
2020-2021,1859090.70,1762833.18
2021-2022,4510651.91,3166017.20
