d_most_recent_category,total,percentage
2_professional_services,7468275.73,0.9242
1_facilities_and_construction,128567.23,0.0159
3_information_technology,121614.30,0.015
10_office_management,104536.41,0.0129
7_travel,102252.58,0.0127
8_security_and_protection,80994.87,0.01
9_human_capital,74768.85,0.0093
