owner_org,d_fiscal_year,total
aafc-aac,2018-2019,24860
aafc-aac,2019-2020,17797.5
cbsa-asfc,2018-2019,101652.54
cfia-acia,2017-2018,7314.341085271319
cfia-acia,2018-2019,3985.6589147286822
csa-asc,2017-2018,135307.38098821524
csa-asc,2018-2019,123859.99759245053
csa-asc,2019-2020,227604.72301708302
csa-asc,2020-2021,374659.6123344239
csc-scc,2017-2018,51126.28885519333
csc-scc,2018-2019,51126.28885519333
dfatd-maecd,2019-2020,35256
dfatd-maecd,2020-2021,39324
dfo-mpo,2017-2018,150607.77578475338
dfo-mpo,2018-2019,153077.22421524665
dfo-mpo,2020-2021,33900
dnd-mdn,2017-2018,437246.41395150695
dnd-mdn,2018-2019,937484.5869600718
dnd-mdn,2019-2020,821375.4239025561
dnd-mdn,2020-2021,584226.6891783205
ec,2020-2021,39520.13
esdc-edsc,2019-2020,69110.25963207803
esdc-edsc,2020-2021,158280.92036792196
fcac-acfc,2020-2021,90400
fintrac-canafe,2020-2021,48731.25
hc-sc,2018-2019,78648
ic,2017-2018,121614.3023255814
ic,2018-2019,33052.5
jus,2019-2020,11413
jus,2020-2021,11413
nrcan-rncan,2017-2018,24860
nrcan-rncan,2018-2019,23136.75
osfi-bsif,2017-2018,24973
osfi-bsif,2018-2019,15820
pc,2017-2018,40115
pco-bcp,2017-2018,24323.25
phac-aspc,2018-2019,54787.34375
phac-aspc,2019-2020,177208.46070181768
phac-aspc,2020-2021,228604.406633463
ps-sp,2020-2021,129526.25
pwgsc-tpsgc,2020-2021,22989.25
rcmp-grc,2017-2018,481025.48723339214
rcmp-grc,2018-2019,616605.8317809815
rcmp-grc,2019-2020,10259.550000000001
rcmp-grc,2020-2021,8240.099315068494
tbs-sct,2017-2018,18136.5
tc,2017-2018,73337
