d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,75898.23076477404
1_facilities_and_construction,2020-2021,52669
10_office_management,2019-2020,28377.14945181766
10_office_management,2020-2021,38079.6306982112
11_defence,2017-2018,26973.65800865801
11_defence,2018-2019,26973.65800865801
11_defence,2019-2020,27047.55844155844
2_professional_services,2017-2018,1301080.9191844356
2_professional_services,2018-2019,2136011.1162900925
2_professional_services,2019-2020,1314600.2093601588
2_professional_services,2020-2021,1670826.877815918
3_information_technology,2017-2018,121614.3023255814
7_travel,2017-2018,51126.28885519333
7_travel,2018-2019,51126.28885519333
9_human_capital,2017-2018,47429.34108527132
9_human_capital,2018-2019,3985.6589147286822
9_human_capital,2020-2021,8240.099315068494
