d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,75898.23,77879.27
1_facilities_and_construction,2020-2021,52669.00,50860.53
1_facilities_and_construction,2021-2022,-344925.00,0.00
10_office_management,2019-2020,28377.15,28303.41
10_office_management,2020-2021,38079.63,37279.49
10_office_management,2021-2022,38079.63,28926.83
11_defence,2017-2018,26973.66,27696.70
11_defence,2018-2019,26973.66,27317.88
11_defence,2019-2020,27047.56,26992.16
2_professional_services,2017-2018,1301080.92,1330895.93
2_professional_services,2018-2019,2136011.12,2164089.35
2_professional_services,2019-2020,1314600.21,1312260.95
2_professional_services,2020-2021,1670826.88,1626270.20
2_professional_services,2021-2022,1045756.61,718117.40
3_information_technology,2017-2018,121614.30,125378.31
7_travel,2017-2018,51126.29,52496.76
7_travel,2018-2019,51126.29,51778.74
9_human_capital,2017-2018,47429.34,48372.04
9_human_capital,2018-2019,3985.66,4027.94
9_human_capital,2020-2021,8240.10,7930.13
9_human_capital,2021-2022,15113.75,11481.02
