d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2020-2021,35411.42,33838.36
11_defence,2021-2022,43393.19,40602.66
2_professional_services,2020-2021,24863.35,23734.88
3_information_technology,2019-2020,69572.87,68606.05
3_information_technology,2020-2021,949299.41,903329.04
3_information_technology,2021-2022,1089731.36,1019983.78
