d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2021-2022,162593.51,151167.36
it_devices_equipment,2022-2023,162593.51,145489.35
it_other,2019-2020,46696.44,45940.92
it_other,2020-2021,309974.63,295132.92
it_other,2021-2022,90523.52,84181.33
it_other,2022-2023,37371.85,33702.42
it_software_licensing,2019-2020,22876.43,22682.03
it_software_licensing,2020-2021,639324.78,607647.58
it_software_licensing,2021-2022,836614.33,777933.60
it_software_licensing,2022-2023,973692.15,875539.44
