owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2017-2018,575455.22,593437.72
dnd-mdn,2018-2019,436928.61,444915.22
dnd-mdn,2019-2020,256171.84,256036.06
ec,2020-2021,74414.94,70913.14
ec,2021-2022,52088.33,49630.20
pc,2017-2018,2146065.03,2209063.27
pc,2018-2019,10331815.06,10492146.41
pc,2019-2020,9835098.34,9793744.66
pc,2020-2021,4317309.87,4113992.25
pc,2021-2022,3345667.80,3131196.66
