d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2021-2022,2060.08,1862.28
it_devices_equipment,2022-2023,16480.64,14886.37
it_other,2020-2021,19944.54,19126.86
it_other,2021-2022,28826.30,26175.80
