d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
3_information_technology,2020-2021,19944.54,19082.53
3_information_technology,2021-2022,30886.38,11905.05
5_transportation_and_logistics,2019-2020,322501.80,315109.29
5_transportation_and_logistics,2020-2021,49448.75,47311.56
5_transportation_and_logistics,2021-2022,293739.87,190320.23
6_industrial_products_and_services,2017-2018,3622904.47,3713892.56
6_industrial_products_and_services,2018-2019,2432392.74,2461123.86
6_industrial_products_and_services,2019-2020,3371947.00,3297364.04
6_industrial_products_and_services,2020-2021,341070.06,324607.60
6_industrial_products_and_services,2021-2022,852047.12,645039.65
9_human_capital,2018-2019,19303.43,19601.62
9_human_capital,2019-2020,37383.45,36572.04
