d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2489129.76,2545702.14
1_facilities_and_construction,2018-2019,4275267.02,4328629.94
1_facilities_and_construction,2019-2020,1519555.85,1517363.99
2_professional_services,2017-2018,720475.52,746012.23
6_industrial_products_and_services,2017-2018,378936.00,389689.22
