d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2621634.65,2690839.04
2018-2019,8419261.78,8564235.55
2019-2020,5041115.84,4971973.41
2020-2021,20750126.36,19641221.42
2021-2022,75612775.57,70616502.65
