d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,4601110.52
11_defence,2018-2019,4948590.75
11_defence,2019-2020,7532376.15
11_defence,2020-2021,6718706.95
6_industrial_products_and_services,2017-2018,28785.81
