d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,21304.68,21891.77
it_consulting_services,2018-2019,777620.66,791834.77
it_consulting_services,2019-2020,779751.13,773493.55
it_consulting_services,2020-2021,777620.66,741363.68
it_consulting_services,2021-2022,468702.87,443793.61
it_devices_equipment,2017-2018,2464.76,2532.69
it_devices_equipment,2018-2019,56194.57,56984.08
it_devices_equipment,2019-2020,19244.54,19090.10
it_devices_equipment,2020-2021,19191.96,18297.13
it_devices_equipment,2021-2022,19191.96,17959.09
it_software_licensing,2017-2018,8084.40,8332.18
it_software_licensing,2018-2019,43105.72,43795.26
it_software_licensing,2019-2020,41512.37,41346.82
