d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,889.00,918.23
10_office_management,2017-2018,140431.71,144592.15
10_office_management,2018-2019,139524.81,142026.23
10_office_management,2019-2020,87411.77,86828.16
10_office_management,2020-2021,61751.21,58860.46
10_office_management,2021-2022,37197.13,34807.62
3_information_technology,2017-2018,31853.84,32756.63
3_information_technology,2018-2019,876920.96,892614.11
3_information_technology,2019-2020,840508.05,833930.48
3_information_technology,2020-2021,796812.63,759660.81
3_information_technology,2021-2022,487894.83,461752.70
