d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,639818.92,662496.81
1_facilities_and_construction,2020-2021,169500.00,163441.42
11_defence,2017-2018,447983.97,461576.18
11_defence,2018-2019,381956.22,386921.29
11_defence,2019-2020,1346079.37,1342180.13
11_defence,2020-2021,2607063.87,2552310.58
11_defence,2021-2022,2315796.36,1759172.52
2_professional_services,2017-2018,200675.57,206054.78
2_professional_services,2018-2019,12787309.39,12989090.35
2_professional_services,2019-2020,25313465.65,25261517.96
2_professional_services,2020-2021,25104488.23,24576986.09
2_professional_services,2021-2022,25104488.23,19070383.98
3_information_technology,2017-2018,10729676.71,11017447.40
3_information_technology,2018-2019,11126747.19,11269309.50
3_information_technology,2019-2020,13150693.75,13122395.36
3_information_technology,2020-2021,13795928.70,13505847.47
3_information_technology,2021-2022,14319027.14,11225036.72
