owner_org,d_fiscal_year,total
cra-arc,2018-2019,60025.6
dfatd-maecd,2017-2018,626585.1043481376
dfatd-maecd,2018-2019,608514.2791970803
dfatd-maecd,2019-2020,561040.9700286534
dfatd-maecd,2020-2021,565356.4463349831
dnd-mdn,2017-2018,1087802.8868074769
dnd-mdn,2018-2019,381956.2184163281
dnd-mdn,2019-2020,1227532.6173473285
dnd-mdn,2020-2021,2346403.832082354
elections,2017-2018,200675.56750919117
elections,2018-2019,200675.56750919117
elections,2019-2020,140197.99921875
irb-cisr,2019-2020,102434.5
ssc-spc,2017-2018,10025148.297049262
ssc-spc,2018-2019,23044841.136381384
ssc-spc,2019-2020,37660485.93451479
ssc-spc,2020-2021,38504560.48925853
tc,2017-2018,77943.30708661416
