d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,138944.80,142486.55
2_professional_services,2018-2019,40850.15,41391.62
2_professional_services,2019-2020,3010330.24,2984715.73
2_professional_services,2020-2021,3042096.02,2891596.40
2_professional_services,2021-2022,3034186.02,2816735.14
3_information_technology,2017-2018,280436.05,287958.33
3_information_technology,2018-2019,152095.20,154603.48
3_information_technology,2019-2020,138589.40,137592.36
3_information_technology,2020-2021,121551.44,115829.87
3_information_technology,2021-2022,113236.75,105181.03
9_human_capital,2020-2021,54795.66,52605.70
9_human_capital,2021-2022,10210.23,9401.12
