d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,819790.15,844696.10
1_facilities_and_construction,2018-2019,555656.87,565405.63
1_facilities_and_construction,2019-2020,932078.57,921518.66
1_facilities_and_construction,2020-2021,1098147.43,1041364.74
1_facilities_and_construction,2021-2022,1320267.19,1216635.60
1_facilities_and_construction,2022-2023,1405369.74,1257471.83
2_professional_services,2021-2022,11523.75,10573.19
3_information_technology,2017-2018,21126.00,21770.16
5_transportation_and_logistics,2017-2018,178526.62,184232.18
6_industrial_products_and_services,2021-2022,20690.25,18703.66
