owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,55161.75,56812.61
dfo-mpo,2018-2019,51192.75,51983.55
dfo-mpo,2019-2020,57246.00,56588.30
dfo-mpo,2020-2021,547674.42,520282.07
dfo-mpo,2021-2022,221651.16,205107.35
dnd-mdn,2019-2020,198895.05,195396.81
dnd-mdn,2020-2021,165639.95,157410.27
dnd-mdn,2021-2022,20048.47,18229.49
pc,2020-2021,16794.96,16145.41
pwgsc-tpsgc,2017-2018,964281.02,993493.70
pwgsc-tpsgc,2018-2019,488189.12,496501.09
pwgsc-tpsgc,2019-2020,675937.52,669334.44
pwgsc-tpsgc,2020-2021,368038.09,351062.52
pwgsc-tpsgc,2021-2022,1032825.24,959411.73
rcmp-grc,2018-2019,16275.00,16432.22
tc,2021-2022,11523.75,10640.76
