d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,439361922.6315585
1_facilities_and_construction,2018-2019,171163583.38864294
1_facilities_and_construction,2019-2020,206684151.00191513
1_facilities_and_construction,2020-2021,669827776.3060849
10_office_management,2017-2018,9746126.815038718
10_office_management,2018-2019,9238409.795569394
10_office_management,2019-2020,8303815.883619316
10_office_management,2020-2021,15343229.431780746
2_professional_services,2017-2018,74155997.46312314
2_professional_services,2018-2019,84802930.38673343
2_professional_services,2019-2020,71129482.90601987
2_professional_services,2020-2021,260259272.75805697
3_information_technology,2017-2018,58910055.13749695
3_information_technology,2018-2019,51737278.62002818
3_information_technology,2019-2020,63741899.52405829
3_information_technology,2020-2021,53400846.2829597
4_medical,2017-2018,552982.2145770476
4_medical,2018-2019,693355.9696082204
4_medical,2019-2020,1053014.7362385276
4_medical,2020-2021,736450.3953719006
5_transportation_and_logistics,2017-2018,406365590.9449634
5_transportation_and_logistics,2018-2019,658572420.5931387
5_transportation_and_logistics,2019-2020,1470233147.3979812
5_transportation_and_logistics,2020-2021,400309309.4321654
6_industrial_products_and_services,2017-2018,42687254.30399481
6_industrial_products_and_services,2018-2019,46944914.036963284
6_industrial_products_and_services,2019-2020,64895121.28353431
6_industrial_products_and_services,2020-2021,82129433.39024034
7_travel,2017-2018,8358519.04
7_travel,2018-2019,7042301.88
7_travel,2019-2020,8111846.39
7_travel,2020-2021,5624306.97
8_security_and_protection,2017-2018,5771289.181947923
8_security_and_protection,2018-2019,11731568.186662275
8_security_and_protection,2019-2020,9585605.829957817
8_security_and_protection,2020-2021,8676925.360895555
9_human_capital,2017-2018,3995915.193882913
9_human_capital,2018-2019,4606069.940350406
9_human_capital,2019-2020,4734851.138745818
9_human_capital,2020-2021,4651305.399866127
NA,2018-2019,505380.36000000004
NA,2019-2020,5981797.770178918
NA,2020-2021,4863648.929821081
