d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1049905652.93,1076729267.66
2018-2019,1047038213.16,1061488191.58
2019-2020,1914047209.22,1895272396.03
2020-2021,1505814216.34,1426748595.36
2021-2022,846521851.08,532116459.11
