d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,29679198.80,30436700.49
it_consulting_services,2018-2019,26537140.90,26922305.16
it_consulting_services,2019-2020,36207538.90,35749234.82
it_consulting_services,2020-2021,30920237.34,29355837.76
it_consulting_services,2021-2022,20378900.02,18755544.73
it_devices_equipment,2017-2018,9416554.17,9646139.32
it_devices_equipment,2018-2019,6090971.66,6181002.28
it_devices_equipment,2019-2020,11824845.72,11609900.36
it_devices_equipment,2020-2021,5539036.35,5278093.56
it_devices_equipment,2021-2022,22166001.73,20369811.87
it_other,2017-2018,19317152.78,19797928.60
it_other,2018-2019,16902166.33,17123290.24
it_other,2019-2020,19274916.34,18977678.95
it_other,2020-2021,14643505.88,13914992.15
it_other,2021-2022,11294230.55,10343324.64
it_software_licensing,2017-2018,14706330.22,15073565.72
it_software_licensing,2018-2019,11357583.46,11507470.45
it_software_licensing,2019-2020,15123981.13,14869725.19
it_software_licensing,2020-2021,15966733.44,15168345.50
it_software_licensing,2021-2022,24244643.78,22255617.74
