d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2527183.63,2600569.14
2018-2019,2432680.03,2463316.02
2019-2020,2497318.33,2469920.63
2020-2021,2479480.73,2347433.06
2021-2022,2586721.18,2374182.71
2022-2023,2172835.54,1934327.22
