d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,103927.2
10_office_management,2018-2019,61750.17
2_professional_services,2018-2019,750490
3_information_technology,2017-2018,25908.35
3_information_technology,2018-2019,12880.57
3_information_technology,2019-2020,25387.6
5_transportation_and_logistics,2020-2021,137285.31999999998
6_industrial_products_and_services,2017-2018,2501275.2800000003
6_industrial_products_and_services,2018-2019,1529618.8040677966
6_industrial_products_and_services,2019-2020,2406431.2459322033
6_industrial_products_and_services,2020-2021,2170767.366415989
9_human_capital,2018-2019,15750
9_human_capital,2019-2020,65499.48780487805
9_human_capital,2020-2021,67500.84219512195
