d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,103927.20,97859.72
1_facilities_and_construction,2021-2022,163205.00,85214.09
10_office_management,2018-2019,61750.17,62668.80
10_office_management,2021-2022,43772.45,16126.40
11_defence,2021-2022,234701.00,108974.08
2_professional_services,2018-2019,750490.00,758131.43
3_information_technology,2017-2018,25908.35,26543.13
3_information_technology,2018-2019,12880.57,13007.30
3_information_technology,2019-2020,25387.60,24894.39
4_medical,2021-2022,21114.00,19555.13
5_transportation_and_logistics,2020-2021,137285.32,129943.29
6_industrial_products_and_services,2017-2018,2501275.28,2561418.58
6_industrial_products_and_services,2018-2019,1591809.29,1611123.78
6_industrial_products_and_services,2019-2020,2406431.25,2378980.60
6_industrial_products_and_services,2020-2021,2170767.37,2052999.98
6_industrial_products_and_services,2021-2022,2123928.73,1284984.12
9_human_capital,2018-2019,15750.00,15912.74
9_human_capital,2019-2020,65499.49,64125.62
9_human_capital,2020-2021,67500.84,63943.97
