d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_software_licensing,2019-2020,1193264.35,1183586.44
it_software_licensing,2020-2021,1805722.01,1714272.32
it_software_licensing,2021-2022,5594742.13,5163434.35
