d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,36103.5
2_professional_services,2018-2019,334994.91955223883
2_professional_services,2019-2020,1189185.1900401525
2_professional_services,2020-2021,1641274.5445788042
3_information_technology,2017-2018,558805.0582683308
3_information_technology,2018-2019,252646.0650250875
3_information_technology,2019-2020,323706.61474975996
3_information_technology,2020-2021,300175.699710332
9_human_capital,2017-2018,339954.1272856963
9_human_capital,2018-2019,434865.35518783546
9_human_capital,2019-2020,465531.386409197
9_human_capital,2020-2021,460515.73589849536
