d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,558805.06,572738.40
it_consulting_services,2018-2019,252377.31,256302.15
it_consulting_services,2019-2020,299115.37,295905.55
it_consulting_services,2020-2021,454288.19,430296.90
it_consulting_services,2021-2022,589281.61,538610.41
it_other,2017-2018,36103.50,36954.53
it_other,2018-2019,311487.46,314599.73
it_other,2019-2020,944996.60,928819.83
it_other,2020-2021,946272.74,902064.55
it_software_licensing,2018-2019,268.76,271.40
it_software_licensing,2019-2020,24591.24,24383.72
