normalized_vendor_name,original_vendor_name
MANPOWER SERVICES CANADA,MANPOWER SERVICES CANADA LIMITED
MANPOWER SERVICES CANADA,Manpower Services Canada Limited
MANPOWER SERVICES CANADA,MANPOWER SERVICES CANADA LTD
MANPOWER SERVICES CANADA,MANPOWER SERVICES CANADA LTD.
MANPOWER SERVICES CANADA,Manpower Services Canada Ltd.
MANPOWER SERVICES CANADA,Manpower Services Canada LTD
MANPOWER SERVICES CANADA,Manpower Services Canada Ltd
MANPOWER SERVICES CANADA,Manpower Services canada
MANPOWER SERVICES CANADA,Manpower Services Canada
MANPOWER SERVICES CANADA,Manpower  Services Canada Limited
MANPOWER SERVICES CANADA,MANPOWER SERVICES CANADA
