d_most_recent_category,d_fiscal_year,total
11_defence,2019-2020,49714.350000000006
2_professional_services,2017-2018,545022.6094624059
2_professional_services,2018-2019,585433.3645413617
2_professional_services,2019-2020,539576.3312690291
2_professional_services,2020-2021,19986.64723126396
3_information_technology,2017-2018,1537281.2394573768
3_information_technology,2018-2019,1019318.8356900327
3_information_technology,2019-2020,628885.7053539276
3_information_technology,2020-2021,110140.99537037038
9_human_capital,2020-2021,97654.88
