owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,10695.04
acoa-apeca,2018-2019,14315.165568862276
acoa-apeca,2019-2020,25863.534431137723
cbsa-asfc,2017-2018,11730.530973451328
cbsa-asfc,2018-2019,37484.69560549605
cbsa-asfc,2019-2020,3845.533421052632
cihr-irsc,2017-2018,127540.06264236903
cihr-irsc,2018-2019,126841.21298405467
dnd-mdn,2018-2019,62114.82
dnd-mdn,2019-2020,78028.44
dnd-mdn,2020-2021,104929.69981981983
hc-sc,2017-2018,441774.3220899471
hc-sc,2018-2019,441774.3220899471
hc-sc,2019-2020,442984.6626984127
hc-sc,2020-2021,110140.99537037038
nrc-cnrc,2017-2018,10989.96
nrc-cnrc,2018-2019,344.76
osgg-bsgg,2019-2020,9088.362588555858
osgg-bsgg,2020-2021,12711.827411444141
phac-aspc,2017-2018,17344.940000000002
ssc-spc,2017-2018,17535.39512195122
tc,2017-2018,1439140.778092064
tc,2018-2019,921877.2239830344
tc,2019-2020,658365.8534837977
vac-acc,2017-2018,5552.82
