owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,10695.04,10887.26
acoa-apeca,2018-2019,14315.17,14496.41
acoa-apeca,2019-2020,25863.53,25820.40
cbsa-asfc,2017-2018,11730.53,11932.03
cbsa-asfc,2018-2019,37484.70,37893.36
cbsa-asfc,2019-2020,3845.53,3843.78
cihr-irsc,2017-2018,127540.06,130958.84
cihr-irsc,2018-2019,126841.21,128462.05
dnd-mdn,2018-2019,62114.82,62952.42
dnd-mdn,2019-2020,78028.44,77694.10
dnd-mdn,2020-2021,104929.70,100471.73
dnd-mdn,2021-2022,20706.68,14451.08
hc-sc,2017-2018,441774.32,453616.31
hc-sc,2018-2019,441774.32,447412.03
hc-sc,2019-2020,442984.66,442077.31
hc-sc,2020-2021,110141.00,111104.48
nrc-cnrc,2017-2018,10989.96,11270.62
nrc-cnrc,2018-2019,344.76,348.40
osgg-bsgg,2019-2020,9088.36,9064.11
osgg-bsgg,2020-2021,12711.83,12641.03
phac-aspc,2017-2018,17344.94,17777.78
ssc-spc,2017-2018,17535.40,18085.28
tc,2017-2018,1439140.78,1478825.07
tc,2018-2019,921877.22,933730.77
tc,2019-2020,658365.85,657017.35
vac-acc,2017-2018,5552.82,5749.64
