d_fiscal_year,total,total_constant_2019_dollars
2017-2018,251916.31,258969.99
2018-2019,161744.21,164561.97
2019-2020,395198.25,387659.06
2020-2021,5815195.44,5560668.91
2021-2022,39385523.65,36577718.83
