d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,267784.0275221239
1_facilities_and_construction,2019-2020,852204.1479105323
1_facilities_and_construction,2020-2021,1637865.401591301
11_defence,2017-2018,1310451.9090945965
11_defence,2018-2019,877824.8587570622
2_professional_services,2018-2019,303430.8024
2_professional_services,2019-2020,251803.07873676732
2_professional_services,2020-2021,452648.5456483126
3_information_technology,2017-2018,163752.7434876211
3_information_technology,2018-2019,96008.45782561894
6_industrial_products_and_services,2020-2021,104775.47321428572
8_security_and_protection,2017-2018,6128978.992964506
8_security_and_protection,2018-2019,15859955.636719532
8_security_and_protection,2019-2020,10338169.939513791
8_security_and_protection,2020-2021,5728896.303511172
