d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,11004.14,10752.97
it_consulting_services,2020-2021,34857.77,32845.63
it_consulting_services,2021-2022,38.06,34.41
it_consulting_services,2022-2023,13891.87,12430.50
it_devices_equipment,2017-2018,1092118.50,1123910.16
it_devices_equipment,2018-2019,298935.41,303669.99
it_devices_equipment,2019-2020,1167329.53,1147368.61
it_devices_equipment,2020-2021,985790.04,932837.65
it_devices_equipment,2021-2022,1616528.11,1496424.06
it_devices_equipment,2022-2023,1992367.81,1770634.31
it_other,2017-2018,3660983.17,3767568.10
it_other,2018-2019,998070.24,1008845.31
it_other,2019-2020,1345567.63,1327955.92
it_other,2020-2021,1094440.27,1039514.59
it_other,2021-2022,670109.89,623018.36
it_other,2022-2023,5929800.78,5265882.87
it_software_licensing,2017-2018,929449.23,957357.48
it_software_licensing,2018-2019,6169.65,6287.88
it_software_licensing,2019-2020,6186.55,6137.20
it_software_licensing,2020-2021,5645.65,5381.74
it_software_licensing,2021-2022,141996.00,129250.21
