d_most_recent_category,total,percentage
11_defence,2613646963.47,0.7178
1_facilities_and_construction,553026547.93,0.1519
8_security_and_protection,362393162.61,0.0995
2_professional_services,72668393.14,0.02
6_industrial_products_and_services,25882268.40,0.0071
3_information_technology,13346725.59,0.0037
7_travel,94664.00,0
10_office_management,90812.61,0
