d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,27023874.71,27813211.77
1_facilities_and_construction,2018-2019,124111962.19,126321613.87
1_facilities_and_construction,2019-2020,86364620.86,85658206.22
1_facilities_and_construction,2020-2021,89576438.55,85396935.56
1_facilities_and_construction,2021-2022,97514481.22,91241783.49
10_office_management,2019-2020,13021.00,12710.83
10_office_management,2021-2022,77753.55,70860.64
11_defence,2017-2018,780675379.17,804625123.49
11_defence,2018-2019,522175980.08,533100131.63
11_defence,2019-2020,431563863.80,426796511.28
11_defence,2020-2021,502315647.76,478812279.43
11_defence,2021-2022,499228014.20,467068628.41
2_professional_services,2017-2018,398821.25,411005.63
2_professional_services,2018-2019,14029178.93,14253745.97
2_professional_services,2019-2020,19902319.79,19728902.73
2_professional_services,2020-2021,20287395.28,19341436.95
2_professional_services,2021-2022,18050677.88,16891121.14
3_information_technology,2017-2018,5682550.90,5844336.41
3_information_technology,2018-2019,1303175.31,1317682.71
3_information_technology,2019-2020,2530087.86,2491159.36
3_information_technology,2020-2021,2120733.73,2017821.79
3_information_technology,2021-2022,2428672.06,2263249.64
6_industrial_products_and_services,2017-2018,8191209.25,8441805.81
6_industrial_products_and_services,2018-2019,9690376.80,9857162.31
6_industrial_products_and_services,2019-2020,12317531.20,12212627.36
6_industrial_products_and_services,2020-2021,11705453.43,11160851.29
6_industrial_products_and_services,2021-2022,11980919.15,11210009.84
7_travel,2021-2022,94664.00,86358.78
8_security_and_protection,2017-2018,27016954.87,27810292.86
8_security_and_protection,2018-2019,32747557.00,33316527.20
8_security_and_protection,2019-2020,43480945.23,43050404.82
8_security_and_protection,2020-2021,136617464.77,130198763.57
8_security_and_protection,2021-2022,135906387.56,126934072.85
