normalized_vendor_name,original_vendor_name
CBCL,Cbcl Limited
CBCL,CBCL LIMITED
CBCL,CBCL LTD
CBCL,CBCL Ltd.
CBCL,CBCL Limited
CBCL,CBCL limited
