d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2643859.35,2722525.28
2018-2019,2700161.64,2744659.29
2019-2020,1355787.37,1342656.43
2020-2021,2976512.62,2841853.02
2021-2022,6794824.87,6320633.14
