d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,118357.53,107733.57
0_other,2022-2023,119335.69,107683.07
1_facilities_and_construction,2020-2021,178554.41,171298.90
3_information_technology,2017-2018,244318.00,251295.35
3_information_technology,2019-2020,373798.34,367329.23
3_information_technology,2020-2021,823006.41,780114.90
3_information_technology,2021-2022,164929.35,152341.13
3_information_technology,2022-2023,1522351.67,1362003.20
6_industrial_products_and_services,2017-2018,26250.00,26999.66
6_industrial_products_and_services,2018-2019,177359.15,179777.96
6_industrial_products_and_services,2019-2020,24426.42,23868.88
6_industrial_products_and_services,2020-2021,67132.59,63281.94
6_industrial_products_and_services,2021-2022,23021.83,21423.65
6_industrial_products_and_services,2022-2023,122285.19,109120.42
