d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2011555.80999637
1_facilities_and_construction,2018-2019,3740789.9838399366
1_facilities_and_construction,2019-2020,447769.93001510034
1_facilities_and_construction,2020-2021,1963916.3418123666
11_defence,2017-2018,194693.4764133235
11_defence,2018-2019,302637.46138248185
11_defence,2020-2021,13389.293348623853
6_industrial_products_and_services,2017-2018,166603.96
6_industrial_products_and_services,2018-2019,509564.84796910564
6_industrial_products_and_services,2019-2020,1708919.302888057
6_industrial_products_and_services,2020-2021,631174.7504805566
