d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2011555.81,2063608.55
1_facilities_and_construction,2018-2019,3740789.98,3802361.74
1_facilities_and_construction,2019-2020,447769.93,443879.65
1_facilities_and_construction,2020-2021,1963916.34,1865131.99
1_facilities_and_construction,2021-2022,3276654.09,2828523.32
11_defence,2017-2018,194693.48,199529.98
11_defence,2018-2019,302637.46,308004.12
11_defence,2020-2021,13389.29,12725.11
11_defence,2021-2022,989.36,935.50
6_industrial_products_and_services,2017-2018,166603.96,171008.82
6_industrial_products_and_services,2018-2019,509564.85,514918.73
6_industrial_products_and_services,2019-2020,1708919.30,1695064.46
6_industrial_products_and_services,2020-2021,631174.75,600759.32
6_industrial_products_and_services,2021-2022,58101.72,6128.05
