d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,7855557.57,8099594.73
1_facilities_and_construction,2018-2019,2021962.72,2074184.54
1_facilities_and_construction,2019-2020,436866.83,430404.49
1_facilities_and_construction,2020-2021,1915344.71,1824022.38
1_facilities_and_construction,2021-2022,631148.12,592909.17
1_facilities_and_construction,2022-2023,90158.83,81320.65
2_professional_services,2020-2021,125525.99,120890.69
2_professional_services,2021-2022,177468.36,164530.23
2_professional_services,2022-2023,189157.58,169722.72
